Name,State,Year
Charles J. Cameron,New York,1904
Hugh J. Enright,New York,1904
William Carnell Gray,New York,1904
Francis P. Crowe,New York,1904
James D. O'Connell,New York,1904
John Kavanaugh,New York,1904
Charles Matthews,New York,1904
Dennis O'Brien,New York,1904
Patrick K. Cushing,New York,1904
James W. Devens,New York,1904
Solomon Bullis,New York,1904
Edward Burns,New York,1904
Peter MacDonald,New York,1904
John Cahill,New York,1905
George M. Yeager,New York,1905
Nicholas Bernard Smith,New York,1905
Ira D. Kinne,New York,1905
John Eagan,New York,1905
William J. Hedeman,New York,1906
George A. Stillwell,New York,1906
Eugene Cribley,New York,1906
Edward Pullman,New York,1906
George Drake Misick,New York,1906
Nellie Wicks,New York,1906
George M. Sechler,New York,1907
Edward J. Kavanagh,New York,1907
Thomas F. Gallagher,New York,1907
Fred M. Cutler,New York,1907
Alfred A. Selleck,New York,1907
Eugene M. Sheehan,New York,1907
Charles A. Berberich,New York,1908
Robert J. Fitzgerald,New York,1908
John Bresnahan,New York,1908
John Loughman,New York,1908
Michael McCormick,New York,1908
Simon J. Callinan,New York,1909
John B. Goldhammer,New York,1909
George W. Thomas,New York,1909
Artemus L. Fish,New York,1909
Timothy Hassett,New York,1909
Thomas Smith,New York,1909
"Giuseppe ""Joseph"" Petrosino",New York,1909
John E. Creedon,New York,1909
Norman Chalker,New York,1910
John W. McCormick,New York,1910
Charles E. Twitchell,New York,1910
Michael J. McMahon,New York,1910
James J. Mangan,New York,1910
Jay D. Close,New York,1910
John R. Ogden,New York,1911
Charles E. Schaeffer,New York,1911
Michael Lynch,New York,1911
John Henry Pollock,New York,1911
William H. Galbraith,New York,1911
George E. Claus,New York,1912
Thomas E. O'Connell,New York,1912
Frank Ford,New York,1912
Loren J. Veley,New York,1912
Peter Fitzsimons,New York,1912
Simon J. Bermingham,New York,1912
Eugene Burns,New York,1913
Joseph H. McNierney,New York,1913
Charles B. Teare,New York,1913
Michael Mooney,New York,1913
William B. Heaney,New York,1913
Daniel Gibbons,New York,1913
Patrick Cotter,New York,1913
Bernard O'Rourke,New York,1913
William J. Clossey,New York,1913
Joseph Guarnieri,New York,1914
Thomas Wynn,New York,1914
John E. Hodgins,New York,1914
Edward Murtha,New York,1914
Edmond Lehane,New York,1914
John Mee,New York,1914
Samuel S. Taylor,New York,1914
Michael Kiley,New York,1914
William J. Geib,New York,1914
John J. Finnell,New York,1915
George Dapping,New York,1915
"George ""Red"" Kendall",New York,1915
Rush A. Webster,New York,1915
Charles F. Gradwell,New York,1915
William F. Cullen,New York,1916
Bryan L. O'Donnell,New York,1916
Thomas F. J. O'Grady,New York,1916
Dennis McElroy,New York,1916
Otto G. Albertson,New York,1916
Daniel J. McCarthy,New York,1916
