Name,Age,Cause
Joseph H. Grant,55.0,Gunfire
Thomas P. Nigh,28.0,Gunfire
John F. Evans,31.0,Gunfire
James A. Greenlee,36.0,Gunfire
Wayne B. Parks,32.0,Gunfire
John M. Murphy,40.0,Gunfire
James Franklin Harrington,39.0,Gunfire
W. D. Kellett,50.0,Gunfire
William Thomas Cody,34.0,Gunfire
"Levin P. Smith, Jr",24.0,Gunfire
James North,26.0,Other
William Beasley,48.0,Gunfire
Frederick Gall,31.0,Gunfire
Edward B. Harding,50.0,Gunfire
Henry Auer,33.0,Gunfire
Benjamin M. Nalls,26.0,Gunfire
Michael W. O'Brien,22.0,Gunfire
William Meredith King,41.0,Gunfire
Edward Alexander Stevens,58.0,Gunfire
John Gill,28.0,Gunfire
Thomas A. Ragsdale,45.0,Gunfire
Joseph Andrew Campion,47.0,Gunfire
George W. Flatt,33.0,Gunfire
William M. Bohanon,29.0,Other
Andrew T. Peterson,45.0,Gunfire
William J. Camp,39.0,Gunfire
William A. Daniels,44.0,Other
Clarence J. Balcom,39.0,Gunfire
William B. McDaniel,47.0,Other
William L. Copeland,40.0,Other
Jacob Montgomery Howard,37.0,Gunfire
Daniel Sheehan,56.0,Gunfire
Cornelius Barrett,34.0,Gunfire
George W. Daugherty,37.0,Gunfire
Henry Clay Jeans,35.0,Gunfire
Joseph R. Buchanan,54.0,Gunfire
"Harrington Lee ""Hal"" Gosling",33.0,Gunfire
Levi L. Drinkard,27.0,Gunfire
John M. Arnold,55.0,Gunfire
George Washington Epperson,53.0,Gunfire
J. D. L. Johnson,29.0,Gunfire
Henry Clay Davis,27.0,Gunfire
J. C. Fennel,32.0,Gunfire
Robert D. Heller,41.0,Gunfire
George F. Miller,28.0,Other
John M. Bailey,31.0,Gunfire
"Isham Lafayette ""Fate"" Elder",34.0,Gunfire
Thomas Redden,50.0,Gunfire
Silas W. Campbell,37.0,Gunfire
"James J. ""Bud"" Elder",24.0,Gunfire
Robert J. Rusk,45.0,Gunfire
Danford D. Dunn,36.0,Other
John J. Barrett,24.0,Other
Ephraim John Hubbard,36.0,Gunfire
George H. Woods,37.0,Other
"John Thomas ""Tom"" Hill",32.0,Gunfire
William B. Snow,30.0,Other
Mathias J. Degan,34.0,Other
Jonas P. Thatcher,44.0,Gunfire
Sam Sixkiller,44.0,Gunfire
Thomas Cummins,40.0,Gunfire
Francis Yewen Norman,39.0,Gunfire
"R. W. ""Dick"" Townsend",32.0,Gunfire
John Robert Pugh,33.0,Gunfire
Timothy Flavin,27.0,Gunfire
John William Benjamin Adair,37.0,Other
Michael Sheehan,29.0,Gunfire
Samuel E. Lindsey,40.0,Gunfire
John R. Agnew,36.0,Gunfire
James N. Hamilton,35.0,Gunfire
E. D. Henry,36.0,Gunfire
Henry Dougherty,28.0,Other
George Tabler,30.0,Gunfire
Nels Hansen,37.0,Other
William D. Montgomery,24.0,Gunfire
"John Stratton Walker, Sr.",55.0,Other
John Sebold,32.0,Other
John Nathaniel Merritt,36.0,Gunfire
William C. M. Glazner,31.0,Other
Edward R. Kyser,33.0,Gunfire
Lyman O. Hill,47.0,Gunfire
James M. Truitt,46.0,Gunfire
Frank West,34.0,Gunfire
Patrick Reddington,29.0,Other
F. M. Thomas,52.0,Gunfire
Edwin J. Osgood,52.0,Other
Darwin P. Rice,26.0,Gunfire
John S. Degman,35.0,Other
Charles W. Niles,25.0,Gunfire
Charles Henry Tucker,45.0,Gunfire
Charles N. Haygood,30.0,Gunfire
Gabriel Leander  Pool,27.0,Gunfire
Michael O'Brien,43.0,Gunfire
Alexander  Smith Rice,38.0,Gunfire
Julian F. Arnold,39.0,Gunfire
Zachariah Reynolds,66.0,Other
William Cox,35.0,Gunfire
Benjamin F. Irey,57.0,Other
Philip L. Robinson,29.0,Gunfire
James L. Metz,53.0,Heart attack
"Gabriel B. Hollingsworth, Jr.",22.0,Gunfire
William S. Hallaran,37.0,Gunfire
"J. T. ""Tode"" Hurst",22.0,Gunfire
John Carleton,50.0,Gunfire
William Hulligan,40.0,Other
George A. Jackson,42.0,Other
John E. Martindale,25.0,Other
"James H. ""Jim"" Moore",30.0,Gunfire
Frank Dalton,28.0,Gunfire
Frank Seip,26.0,Other
John Nimrod Ferguson,49.0,Gunfire
Charles L. Lynch,37.0,Gunfire
Joseph Boyle,32.0,Gunfire
"Edwin ""Ed"" Whitaker",56.0,Gunfire
William J. Stanley,55.0,Gunfire
Henry Harrison Winters,47.0,Gunfire
Anthony DeLong,39.0,Gunfire
Patrick Riley,26.0,Other
Isreal S. Ewan,56.0,Other
William D. Johnston,43.0,Gunfire
Jerry M. Matthews,30.0,Gunfire
James M. Shepard,47.0,Other
George W. Lockhart,32.0,Gunfire
William Fields,33.0,Gunfire
Joshua B. Warman,27.0,Gunfire
John Walters,69.0,Other
John Keegan,38.0,Gunfire
John S. Harris,34.0,Gunfire
George E. Pray,32.0,Gunfire
Hans Hanson,26.0,Gunfire
Elie D. Kreigh,24.0,Gunfire
James W. Jones,40.0,Other
John D. Trammel,50.0,Gunfire
John Manning Awtrey,53.0,Gunfire
Timothy O'Sullivan,51.0,Gunfire
Patrick Shaughnessy,33.0,Gunfire
Albert P. Crigler,40.0,Gunfire
Louis Drucker,39.0,Gunfire
D. J. Kinney,40.0,Gunfire
Jack Candy,31.0,Gunfire
"Thomas Roach, Jr.",27.0,Gunfire
Thomas Chidlow,49.0,Other
Albert Little,34.0,Gunfire
John Manning,28.0,Other
George V. Tallman,71.0,Other
Charles B. Dorris,23.0,Gunfire
Joseph Rosenberg,43.0,Other
Frederick J. Palmore,43.0,Gunfire
Willard S. Burton,36.0,Gunfire
Jacob Helbert,22.0,Gunfire
Sadosa Connellee,31.0,Gunfire
Murdock McDuffie Wilcox,37.0,Gunfire
"Doctor A. ""John"" Shipe",39.0,Gunfire
William P. O'Neil,47.0,Gunfire
Robert Lewis Jones,39.0,Gunfire
Henry Fahle,42.0,Other
Lilburn Henderson Trigg,37.0,Gunfire
Samuel H. Hamilton,27.0,Gunfire
Edward H. Davis,30.0,Gunfire
Albert W. Thayer,27.0,Gunfire
William H. Kelly,48.0,Gunfire
S. A. Hartzell,36.0,Gunfire
John Pearce,25.0,Other
Marion Dekalb Wallace,46.0,Gunfire
Edward F. Whittier,44.0,Other
Joseph Glenn,26.0,Gunfire
David Gordon,44.0,Gunfire
Thomas H. Nowlin,25.0,Gunfire
Daniel Brassell,23.0,Gunfire
Morris T. Dunn,38.0,Gunfire
Jasper N. Coghlan,52.0,Gunfire
"Peter Poull, Jr.",28.0,Gunfire
William Sanders,30.0,Other
George W. Bopp,39.0,Gunfire
Philip Paul,31.0,Gunfire
John Riley Manning,26.0,Gunfire
John William Robert Gordon,35.0,Gunfire
Albert A. Thurston,34.0,Other
John Tegge,67.0,Other
X. Rhodes,26.0,Gunfire
Robert E. Hawks,33.0,Gunfire
Homer D. Castleberry,43.0,Gunfire
Adam W. Fryer,40.0,Gunfire
Anton Harnischfeger,39.0,Gunfire
William B. Ramsey,45.0,Gunfire
Russell Wireman,32.0,Gunfire
"John Nicolas ""Nick"" Wren",40.0,Gunfire
Samuel Preston Greenlee,49.0,Gunfire
Galby E. Branson,48.0,Gunfire
Charles F. Perdue,28.0,Gunfire
"James Thomas ""Tom"" Garvey",29.0,Gunfire
Edward Funk,21.0,Gunfire
Charles Tanner Sparks,37.0,Gunfire
Samuel B. Eldridge,35.0,Other
Charles Randolph Eanes,33.0,Gunfire
Phillip Pitts,41.0,Gunfire
Americus N. Crippin,26.0,Gunfire
"Marcellus Randall ""Pet"" Millican",33.0,Gunfire
Charles C. Wilson,28.0,Gunfire
Charles H. Dolloff,45.0,Heart attack
James McDowell,44.0,Gunfire
J. H. Morgan,51.0,Gunfire
Frank Weller,27.0,Gunfire
Ellis John Ellis,30.0,Gunfire
Robert L. May,47.0,Gunfire
John Thomas Lloyd,30.0,Gunfire
Neil Marshall,46.0,Gunfire
Clark Minor Irven,55.0,Other
John W. Gilley,37.0,Other
Charles W. Dimock,46.0,Other
Henry Roese,30.0,Other
Birch Puff,40.0,Heart attack
Instance Henry Cook,36.0,Gunfire
William W. Lowther,45.0,Gunfire
Charles H. V. Fusselman,23.0,Gunfire
Worth Bailey Saunders,37.0,Gunfire
James Richard Taylor,62.0,Other
Jack Fraley,52.0,Gunfire
John Riley Newport,21.0,Gunfire
Patrick Hagney,45.0,Gunfire
Hiram Casey Ross,56.0,Gunfire
Carlton Lowe,34.0,Gunfire
Robert L. Massey,32.0,Gunfire
Benjamin Williamson,58.0,Gunfire
Edward Schumacher,28.0,Gunfire
James Brady,30.0,Gunfire
Henry W. Epperson,36.0,Gunfire
William James Kittrell,35.0,Gunfire
Marion Prickett,36.0,Gunfire
Aaron McCord,41.0,Gunfire
William Pitts,44.0,Gunfire
Jesse F. Goodwin,21.0,Gunfire
"Jeremiah ""Jerry"" Ryan",32.0,Other
William F. Ellfeldt,36.0,Other
Peter Anderson,46.0,Gunfire
John A. Fallon,27.0,Other
George Hoyle,41.0,Gunfire
George E. Roberts,33.0,Other
William H. Hodge,39.0,Gunfire
Thomas Johnson Nevitt,27.0,Gunfire
Ben V. Long,34.0,Other
Thomas C. Cranmer,54.0,Gunfire
Frank Weir,25.0,Gunfire
George Coovert,36.0,Gunfire
Theodore Grote,43.0,Other
Samuel L. L'Estrange,50.0,Gunfire
Andrew Dillon,26.0,Gunfire
Louis H. Wilmers,25.0,Gunfire
David Williamson Stoddard,32.0,Other
Peter Brewer,36.0,Other
Louis Hardy,48.0,Gunfire
Charles J. Schwab,45.0,Gunfire
John F. Gravis,22.0,Gunfire
George G. Gibson,25.0,Gunfire
"John Marshall Wester, Jr.",22.0,Gunfire
David C. Hennessy,32.0,Gunfire
Robert Long,47.0,Gunfire
Thomas C. McCarrick,33.0,Other
David Levy Alvarez,46.0,Gunfire
Edward Hageman,36.0,Gunfire
William Freed,27.0,Gunfire
B. F. Reed,33.0,Gunfire
Jacob Zapp,57.0,Other
Simon L. de Leon,26.0,Gunfire
"Bernard ""Barney"" Connelley",42.0,Gunfire
Charles A. Hawley,42.0,Gunfire
Enos B. Hilton,37.0,Gunfire
Joseph Lampkin,37.0,Gunfire
John J. Sherman,38.0,Other
Joseph Hyde,39.0,Gunfire
George Washington Hall,47.0,Gunfire
John Loughery,37.0,Other
Henry Cornelius Hardee,34.0,Gunfire
Robert H. Goodson,43.0,Other
Joseph Robinson,32.0,Gunfire
George Schlinger,30.0,Gunfire
Toribio Pastrano,35.0,Gunfire
Charles Edwin Short,27.0,Gunfire
Charles W. Schultz,36.0,Gunfire
"Richard Henry Jones, Sr.",51.0,Gunfire
Alex R. Coryell,59.0,Heart attack
Lawrence Manning Phillips,48.0,Gunfire
James E. Fenn,31.0,Gunfire
H. M. Hoskins,35.0,Gunfire
"Edward H. ""Elijah"" Wishart",54.0,Gunfire
Adolphus C. Constantine,38.0,Other
Junius B. Slack,44.0,Other
James Isbell,30.0,Gunfire
"Ralph Izard ""Rafe"" Barnwell",29.0,Gunfire
Patrick Kelly,51.0,Other
Alexander G. Grant,40.0,Gunfire
Will L. Dalton,25.0,Gunfire
Levi J. Whiteman,35.0,Gunfire
W. A. R. Wilson,43.0,Gunfire
"John F. ""Jack"" Bowers",25.0,Gunfire
Clark Washington,41.0,Gunfire
Charlie D. Cain,22.0,Other
James C. Arnold,50.0,Other
Calixto Garcia,33.0,Other
Thomas W. Lawler,26.0,Other
George Wise,31.0,Other
George E. Thornton,38.0,Gunfire
Benjamin Stirling White,53.0,Gunfire
James Gabriel Hawkins,30.0,Gunfire
Richard M. Cloy,37.0,Gunfire
Moses Lovern,41.0,Other
Elmer E. Findley,27.0,Gunfire
Frank Williams,37.0,Other
James Frederick Green,33.0,Gunfire
Herbert Julius Hard,22.0,Gunfire
William F. Jordan,39.0,Gunfire
William Tedder,25.0,Gunfire
David M. Gray,39.0,Gunfire
William Lafayette Nettles,37.0,Gunfire
"John Powell, Jr.",32.0,Gunfire
"Charles E. ""Charlie"" Ray",27.0,Gunfire
Julious David Miller,34.0,Gunfire
William H. Schnell,27.0,Other
Samuel W. Dunn,44.0,Gunfire
Jeremiah Hughes,38.0,Gunfire
Andrew Winfield Balfour,41.0,Gunfire
Clarence H. Bixler,35.0,Gunfire
Noah H. McGinnis,47.0,Gunfire
Abraham Conrad,45.0,Other
John Deane,65.0,Heart attack
James A. Bloomer,52.0,Other
Vernon Coke Wilson,35.0,Gunfire
John Merget,51.0,Gunfire
Rufus B. Glover,36.0,Gunfire
Joe L. Spurrier,40.0,Gunfire
James H. Kelly,68.0,Other
Abraham Garland Byler,63.0,Gunfire
Hugh J. Coyle,38.0,Gunfire
S. Creed Cardwell,37.0,Gunfire
John M. McManus,30.0,Gunfire
Matthew L. Browne,37.0,Other
Ben Wilder,33.0,Gunfire
Henry L. McDowell,30.0,Gunfire
George Williams,25.0,Gunfire
William H. Riddell,55.0,Gunfire
James Harris Ballenger,28.0,Gunfire
Robert Nichol,23.0,Other
C. Lee Waller,24.0,Gunfire
Stephen D. Mather,48.0,Gunfire
Robert E. Doaty,34.0,Gunfire
Charles T. Connelly,46.0,Gunfire
Benjamin F. Holland,37.0,Gunfire
James B. Stevens,53.0,Gunfire
Oscar A. Beaver,34.0,Gunfire
William Rutherford Hunter,35.0,Gunfire
Elias T. Mussett,47.0,Gunfire
John M. Cleary,48.0,Gunfire
Simeon W. Coleman,51.0,Gunfire
S. B. McLemore,47.0,Gunfire
John Isaac Fulton,59.0,Gunfire
"Isaac Phillip ""Ike"" Thompson",31.0,Gunfire
John Thomas Olive,48.0,Gunfire
John W. Wolf,41.0,Gunfire
Minor Cudihee,24.0,Other
Henry W. Dunker,64.0,Gunfire
Jasper H. Cole,27.0,Other
Pantaleon Lara,35.0,Gunfire
Floyd Wilson,28.0,Gunfire
George Bingham Grissom,35.0,Gunfire
Cassee Odorous Brewer,42.0,Gunfire
F. M. Ledbetter,36.0,Gunfire
"John S. ""Speed"" Hamilton",29.0,Gunfire
William B. Spencer,41.0,Gunfire
James Moran,60.0,Gunfire
Kavanaugh Tipton,33.0,Gunfire
William Sprinkle,47.0,Gunfire
Probert Peolia Story,37.0,Gunfire
James George Binnicker,29.0,Gunfire
Charles H. Wetzel,28.0,Gunfire
Richard Speed,25.0,Gunfire
William Rader,40.0,Gunfire
James S. Childress,42.0,Gunfire
Daniel W. Sullivan,46.0,Other
W. Riley Burnett,34.0,Gunfire
Daniel Hartman,40.0,Gunfire
Hugh Hicks Siverd,46.0,Gunfire
James Montgomery Breedlove,57.0,Gunfire
Addison Coleman Hutchison,34.0,Other
Henry Talcott,37.0,Gunfire
George William James,39.0,Gunfire
Robert H. West,46.0,Gunfire
Jesse W. Hendrickson,35.0,Gunfire
C. B. Schutz,55.0,Gunfire
"James K. ""Polk"" Phillips",49.0,Gunfire
Louis W. Ahlers,44.0,Gunfire
Joe Gaines,32.0,Gunfire
"Frank Louis Schmid, Jr.",26.0,Gunfire
George Murphy,39.0,Gunfire
Gustave Gisin,60.0,Gunfire
Calloway Branson Garner,40.0,Gunfire
Robert Gaston,30.0,Gunfire
Lee A. Boone,50.0,Gunfire
William Gould,27.0,Other
"Heinrich Wilhelm Hoffman, Jr.",26.0,Gunfire
Millard F. Rosser,37.0,Gunfire
Albert Will,22.0,Gunfire
Joseph Trescott,37.0,Gunfire
Albert Turregano,35.0,Gunfire
Jake Frith,38.0,Gunfire
"John Englehart, Jr.",33.0,Other
John L. Watterson,35.0,Other
Andrew J. Blunk,57.0,Gunfire
George W. Crump,45.0,Other
George H. Martin,26.0,Gunfire
J. L. Wagner,35.0,Other
Joseph Henry Schubert,34.0,Gunfire
"Thomas Lewis Townsend, Jr.",27.0,Other
William Erastus Whitehurst,23.0,Gunfire
Thomas Gleason,50.0,Other
Shadrick R. Heslep,33.0,Gunfire
Frank Jones,37.0,Gunfire
Joshua Bromwell,45.0,Other
James Thomas McClendon,27.0,Gunfire
Thomas J. Deaton,33.0,Gunfire
William H. Pascoe,52.0,Gunfire
Daniel Douglas,42.0,Gunfire
Craig Scott,36.0,Gunfire
George W. Haight,66.0,Other
William G. Cashin,56.0,Gunfire
Harrison A. Whitman,23.0,Gunfire
Thomas J. Hueston,38.0,Gunfire
James Proctor,58.0,Heart attack
Charles A. St. Clair,43.0,Other
Stillman A. Danforth,60.0,Other
John Red Horse,35.0,Other
Charles H. Wilson,35.0,Gunfire
Thomas Freeborn,48.0,Other
William Feeley,23.0,Other
Augustus Fuchshuber,21.0,Other
Jessie B. Bristol,32.0,Other
William Sleeth,35.0,Other
John B. Silcox,57.0,Gunfire
Albert Jacobson,33.0,Gunfire
Theophil Joseph Seyller,42.0,Gunfire
Andrew Matthias Hauswirth,34.0,Gunfire
James Edward Phelps,35.0,Heart attack
John Tillie Morgan,42.0,Gunfire
Edward Manlove,42.0,Gunfire
John Myers,43.0,Gunfire
Rufus Chalmers Parkinson,38.0,Gunfire
Sam Farris,38.0,Gunfire
Americus Vespucius Lyons,41.0,Gunfire
Isaac Dilley,34.0,Other
William A. Pross,24.0,Other
Arucius R. Koon,39.0,Gunfire
John J. Dempsey,38.0,Other
Wilber H. Lester,35.0,Gunfire
A. Mose Townsend,22.0,Other
James H. Farrar,35.0,Gunfire
Isaac Walkingstick,45.0,Gunfire
William E. Ransom,37.0,Other
George S. Newcomb,35.0,Gunfire
George Brooker,45.0,Gunfire
James T. Dunn,34.0,Other
John W. Flynn,45.0,Gunfire
Peter P. Dillon,33.0,Other
Henry R. Baker,39.0,Other
William Simms,27.0,Gunfire
Richard Zeff,45.0,Other
Christian F. Otto,34.0,Other
Patrick H. Owens,40.0,Gunfire
William Jeffery,40.0,Gunfire
John H. Keller,45.0,Gunfire
Tom T. McGee,46.0,Gunfire
John Gribbin,43.0,Gunfire
Nicholas Sheehan,33.0,Gunfire
Nathan Busby,62.0,Other
John Pivoda,28.0,Gunfire
Francis Melville Pike,38.0,Heart attack
Joseph A. Peeler,35.0,Gunfire
"Ebenezer Neagles, Jr.",50.0,Other
Sequoyah Houston,40.0,Gunfire
"Joseph W. ""Joe"" McKidrict",23.0,Gunfire
Alonzo M. Wilson,54.0,Other
Hamilton Bass Dickson,38.0,Gunfire
Abner Whitney,34.0,Gunfire
David Ike Sutton,27.0,Gunfire
Willoughby Howard Nelson,50.0,Other
John Chambers,36.0,Gunfire
Walter Lee Hooker,25.0,Other
Gideon C. Taylor,44.0,Gunfire
James B. Lippincott,56.0,Gunfire
James Christopher Burns,45.0,Gunfire
Lenard Harris,68.0,Gunfire
Benjamin Graham,75.0,Other
George W. Dunham,42.0,Gunfire
Alfred B. Jewell,58.0,Gunfire
John Solomon,40.0,Gunfire
Joseph Buzzell,43.0,Gunfire
Louis Joachim,51.0,Other
Zebulon R. Whitt,30.0,Gunfire
Edward N. Dawes,43.0,Gunfire
John Milton Jones,30.0,Gunfire
James H. Helms,50.0,Gunfire
Edward Byrnes,49.0,Gunfire
George W. Cook,39.0,Gunfire
John L. V. Blomberg,38.0,Other
John H. Yarbrough,35.0,Gunfire
Frank Hamilton,34.0,Gunfire
David H. Stiff,50.0,Gunfire
Richard Calhoun Harris,35.0,Gunfire
Jefferson Davis Kurtz,34.0,Gunfire
William Sheahan,34.0,Other
Lawrence Keating,49.0,Gunfire
John T. Delehanty,25.0,Other
Ed Jackson,20.0,Gunfire
Edward Minor,23.0,Gunfire
James D. Campbell,43.0,Other
John Luckie Elsberry,41.0,Gunfire
Commodore Perry Downing,51.0,Other
Jasper N. Higginbotham,36.0,Gunfire
"William Nathan ""Buck"" Turner",51.0,Gunfire
E. C. Williams,35.0,Gunfire
Woodhull W. Davis,43.0,Other
"Columbus ""Lum"" Brown",52.0,Gunfire
Henry McAllister,50.0,Gunfire
August Schultz,33.0,Gunfire
Jim Nakedhead,34.0,Gunfire
Dionisio Soto,60.0,Other
"Murrettus ""Rhett"" McGregor",37.0,Gunfire
James R. Stewart,30.0,Gunfire
Carl Frederick Reinhold Court,43.0,Gunfire
Julius Humphrey,30.0,Other
David C. Cook,45.0,Gunfire
Seth Hyatt Stalcup,39.0,Gunfire
William Harvey Johnson,44.0,Gunfire
Henry Zimmerer,31.0,Other
Robert Andrew Pettigrew,20.0,Gunfire
Richard Morris,33.0,Gunfire
William Lewis,29.0,Gunfire
Patrick F. Doyle,42.0,Heart attack
George W. Powers,52.0,Gunfire
Louis A. Conlee,41.0,Gunfire
John Jasper Bogard,43.0,Gunfire
Eugene Lynch,36.0,Gunfire
"John Henry ""Frank"" Keller",41.0,Other
Frederick Kranbeck,48.0,Other
William Daniel Holliday,45.0,Gunfire
Charles Freiherr,31.0,Other
Addison C. Pate,29.0,Gunfire
Charles Emerson,39.0,Gunfire
Henry C. Owen,54.0,Gunfire
Thomas A. Stagg,62.0,Gunfire
"Henry Edward ""Ed"" Graves",48.0,Gunfire
Genovevo Guzman,38.0,Gunfire
Albert Winkelmann,32.0,Gunfire
Michael Mordecai Vickers,41.0,Gunfire
James B. Foster,25.0,Gunfire
J. C. Morrissey,35.0,Other
James T. Musgrove,25.0,Gunfire
Benjamin F. Bish,33.0,Gunfire
Florence B. Sullivan,38.0,Other
Henry Brown,65.0,Gunfire
Jesse Baker,35.0,Gunfire
"David Thomas ""Tom"" Nowlin",46.0,Gunfire
George Meehan,26.0,Other
Joseph Z. Nutter,40.0,Other
John F. Haughney,28.0,Other
Lon F. Jones,42.0,Gunfire
David Fulton Douglass,38.0,Gunfire
William D. Mull,57.0,Gunfire
Hatch York,41.0,Gunfire
Michael E. Keating,45.0,Other
Walter S. Haley,35.0,Gunfire
William Linder,28.0,Other
John T. Barner,32.0,Gunfire
William Dreyer,28.0,Other
Wendell P. Smith,28.0,Gunfire
William Sweem,36.0,Gunfire
John Russell,60.0,Gunfire
Charles Lacey,24.0,Gunfire
William Conway,45.0,Gunfire
Jacob Neibert,55.0,Gunfire
Joseph Rogers,41.0,Gunfire
Daniel Bailey,55.0,Other
Louis Edward Klusman,32.0,Other
Louis Griffin Bass,43.0,Gunfire
Nicholas Craig,39.0,Gunfire
James M. Maher,34.0,Other
Aquilla W. White,24.0,Gunfire
Francis DeLong,64.0,Gunfire
William A. Cook,54.0,Gunfire
Jacob Grandine Van Houten,81.0,Other
William O. Gwyn,53.0,Gunfire
Edward M. Tein,30.0,Other
Frank Toal,35.0,Gunfire
Nelson Harris Doe,51.0,Other
Frederick Brown,52.0,Other
Frank B. Robson,23.0,Gunfire
Thad Paris,35.0,Gunfire
John Lee Newkirk,35.0,Gunfire
Robert R. Coleman,38.0,Gunfire
Fred A. Parlin,26.0,Gunfire
Samuel W. Harper,38.0,Other
Thomas E. McCrea,48.0,Other
Eli Abijah Moffitt,53.0,Gunfire
Everett S. Fuller,33.0,Gunfire
Hence H. Harmon,30.0,Gunfire
Albert Meisner,48.0,Other
William McDuff,63.0,Gunfire
James J. Rogers,29.0,Other
William M. Lynam,35.0,Other
Anthony Dunlevy Garden,44.0,Other
Robert Lee Albert,26.0,Gunfire
Charles A. Ware,33.0,Gunfire
John E. Jacobson,28.0,Gunfire
S. D. Diedrick,37.0,Gunfire
John M. Plunkett,27.0,Other
Christian J. D. Wolfe,52.0,Gunfire
James Leslie Dow,37.0,Gunfire
Dan D. Tiedeman,38.0,Gunfire
Jesse Sunday,44.0,Gunfire
Frederick H. Bathey,42.0,Other
Joe Binnion,28.0,Gunfire
Oscar Reinhardt,43.0,Other
Simon McDonnell,37.0,Other
Willis Dearing,40.0,Gunfire
Silas E. Clark,43.0,Other
John J. Clark,29.0,Other
Warren M. Parsons,31.0,Gunfire
Floyd Coberly,35.0,Other
Thomas J. Ponder,45.0,Gunfire
John A. Adams,49.0,Gunfire
"William F. Boyle, Jr.",40.0,Other
Thomas J. Fahey,41.0,Gunfire
Henry Wendelstorf,51.0,Other
John McLeod,36.0,Gunfire
Marion Asher Braddock Tatum,43.0,Other
Nicholas Hunt,32.0,Gunfire
James L. Wells,38.0,Gunfire
B. F. Taylor,60.0,Gunfire
William H. Jackson,24.0,Other
Solomon W. Rollins,47.0,Gunfire
Charles Wetsel,31.0,Other
William Phillip McEvoy,36.0,Gunfire
Richard C. Fleming,40.0,Other
John Wesley Alford,41.0,Gunfire
"James T. ""Jim"" Burch",22.0,Gunfire
George Lee Wilson,36.0,Gunfire
Michael Welch Baillio,39.0,Gunfire
William A. Radford,58.0,Gunfire
Amer M. Keller,48.0,Other
John T. O'Brien,28.0,Gunfire
John A. Hickman,37.0,Gunfire
E. A. Blondell,25.0,Other
Seldon B. Lard,53.0,Gunfire
Michael Hayes,42.0,Gunfire
"Robert Ezra ""Tes"" Deakins",37.0,Gunfire
William H. Knecht,63.0,Heart attack
A. Dorsey Bryant,56.0,Gunfire
James K. Marshall,44.0,Gunfire
Charles Gebhardt,38.0,Gunfire
Valentine Hoy,48.0,Gunfire
Samuel Cobb,35.0,Gunfire
Alfonso Solis,36.0,Gunfire
Joseph J. Heffernan,44.0,Gunfire
Charles M. White,27.0,Other
John Thomas Davis,42.0,Gunfire
Henry Buschmann,34.0,Other
Dennis E. Riley,32.0,Gunfire
Larkin Secrest Hope,35.0,Gunfire
Sam Casebier,30.0,Other
William Christian Prinslow,39.0,Gunfire
John Alexander Berry,34.0,Other
William Cunningham,31.0,Gunfire
Ernest Conrad,42.0,Gunfire
William Holly,27.0,Gunfire
John Martin Calhoun Turman,40.0,Gunfire
August Schneider,45.0,Other
Lee Wall,34.0,Gunfire
Dominick Cavanaugh,44.0,Other
Nathaniel Cloud,29.0,Gunfire
George Leonard,38.0,Gunfire
Francis Quinlan,38.0,Heart attack
H. D. Parsons,52.0,Gunfire
John Landrum Greene,53.0,Gunfire
Gustave Adolph Koch,33.0,Other
Ernest St. Leon,29.0,Gunfire
James M. Rowan,33.0,Gunfire
William Cornelius White,47.0,Gunfire
Patrick H. Gunning,27.0,Gunfire
John Dando,60.0,Gunfire
Robert Warmock,40.0,Gunfire
Charles Bell,46.0,Gunfire
Frank E. Nye,35.0,Gunfire
Robert D. Austin,40.0,Gunfire
Louis T. Gormley,30.0,Other
Robert G. Lewis,49.0,Gunfire
William Kurtz Kremer,22.0,Gunfire
Malachi J. Beasley,40.0,Gunfire
Richard Fitzgerald,36.0,Gunfire
Charles B. Lauderbaugh,33.0,Gunfire
Patrick Fenton,36.0,Gunfire
Thomas Carl Mills,24.0,Gunfire
Thomas E. Milstead,40.0,Gunfire
Bartholomew Cavanaugh,42.0,Other
Erwin Mondeau,29.0,Gunfire
George Woodsum,33.0,Other
Robert E. Moran,35.0,Gunfire
Daniel  Carlisle Cameron,36.0,Other
Walter Meloan,32.0,Gunfire
Charles Metzgar,48.0,Gunfire
George W. Jackson,49.0,Gunfire
Daniel Bustamante,33.0,Gunfire
Luke Curry,42.0,Gunfire
William Stecker,49.0,Gunfire
James Weiss,37.0,Gunfire
Sumner Whitney,41.0,Gunfire
Otto Menn,30.0,Other
Bernard A. Kuebler,29.0,Gunfire
"Silas A. Gamble, Sr.",48.0,Gunfire
Franklin Pierce Boice,43.0,Heart attack
Jack W. Williams,45.0,Gunfire
Felipe Cobb,31.0,Gunfire
Kent Kearney,28.0,Gunfire
John T. Sisemore,35.0,Gunfire
Michael Leonard,55.0,Other
John J. Lerri,44.0,Other
William Scanlon,38.0,Other
John Louis Wilson,26.0,Gunfire
James Lamers,45.0,Gunfire
William L. Burke,46.0,Gunfire
Cornelius F. Regan,34.0,Other
John J. Lenhart,27.0,Gunfire
Charles Batterson,41.0,Other
"Joseph A. ""Joe"" Hall",27.0,Gunfire
John Spaldt,38.0,Gunfire
"Eli Hickman ""Heck"" Bruner",39.0,Other
Blount J. Irvine,44.0,Gunfire
Oscar J. Breaux,30.0,Gunfire
Frederick H. Lincoln,22.0,Other
